transaction_date;product;price;payment_Type;name;city;state;country;account_created;last_login
1/27/09 9:01;Product1;1359;Visa;Jan;Barcelona;Catalonia;Spain;5/29/08 12:23;02/03/2009 00:59
01/08/2009 08:11;Product1;1325;Diners;Karin;High Wycombe;England;United Kingdom;01/08/2009 07:00;02/03/2009 01:54
1/26/09 23:28;Product2;1659;Amex;ron;Tsaritsyno;Moscow City;Russia;12/07/2006 08:26;02/03/2009 02:10
01/10/2009 21:35;Product1;1296;Mastercard;Sharon;Ajax;Ontario;Canada;08/07/2008 06:17;02/03/2009 03:42
01/11/2009 06:01;Product1;1130;Mastercard;Anna;New York;NY;United States;01/01/2009 10:24;02/03/2009 04:25
1/19/09 14:53;Product1;1298;Mastercard;Laura;Fairfield;IA;United States;12/12/2008 05:18;02/03/2009 05:40
1/22/09 7:14;Product1;1229;Visa;Yana;North Bay;Ontario;Canada;10/11/2006 19:22;02/03/2009 06:36
1/15/09 8:12;Product1;1284;Visa;Katherine;Marietta;GA;United States;1/13/09 10:03;02/03/2009 07:44
01/07/2009 06:33;Product1;1140;Diners;Therese;Clontarf;Dublin;Ireland;6/15/08 8:08;02/03/2009 07:51
01/12/2009 08:05;Product1;1154;Amex;Francoise;Danville;PA;United States;01/12/2009 06:44;02/03/2009 08:01
1/28/09 13:03;Product2;1521;Amex;Elizabeth;Okotoks;Alberta;Canada;09/10/2008 06:53;02/03/2009 09:13
1/25/09 8:54;Product1;1293;Amex;Corinne;Anthem;AZ;United States;3/26/06 17:32;02/03/2009 09:50
01/05/2009 10:08;Product1;1236;Visa;Ec;Clonmel;Tipperary;Ireland;01/05/2009 07:47;02/03/2009 10:21
01/05/2009 19:29;Product1;1209;Visa;Carmen;Arlington;VA;United States;4/29/08 16:09;02/03/2009 10:23
01/07/2009 19:06;Product2;1522;Amex;Brittany;Orlando;FL;United States;08/10/2004 03:30;02/03/2009 11:32
1/23/09 11:33;Product1;1155;Mastercard;Sandrine;Walnut Creek;CA;United States;1/22/09 23:31;02/03/2009 11:49
01/03/2009 21:11;Product1;1336;Mastercard;asuncion;Centennial;CO;United States;12/03/2008 13:00;02/03/2009 11:50
01/11/2009 17:28;Product1;1278;Visa;Sophie;Newtown;CT;United States;01/11/2009 11:50;02/03/2009 12:21
1/21/09 20:18;Product1;1257;Amex;Henrietta;Vancouver;British Columbia;Canada;07/06/2007 23:53;02/03/2009 12:22
1/24/09 10:23;Product1;1280;Visa;DD;York;England;United Kingdom;8/19/08 12:58;02/03/2009 12:57
01/07/2009 14:55;Product1;1204;Visa;Jennifer;Drogheda;Louth;Ireland;9/21/06 2:39;02/03/2009 13:36
1/29/09 10:38;Product1;1229;Visa;samuel;Saddle Brook;NJ;United States;1/29/09 9:08;02/03/2009 14:39
01/08/2009 14:04;Product1;1227;Amex;AngelinaPatrick;San Diego;CA;United States;01/07/2009 17:01;02/03/2009 14:57
1/31/09 21:50;Product1;1133;Visa;Sven;Issaquah;WA;United States;1/31/09 21:01;02/03/2009 16:30
01/01/2009 16:00;Product1;1394;Visa;Toni;Bolton;England;United Kingdom;10/07/2008 15:19;02/03/2009 16:45
1/30/09 13:13;Product1;1330;Visa;Patrick;Lexington;MA;United States;1/30/09 12:44;02/03/2009 17:14
1/27/09 16:50;Product1;1246;Visa;jason;Altadena;CA;United States;12/28/08 14:42;02/03/2009 18:09
1/30/09 7:42;Product1;1119;Visa;Tabatha;Altadena;CA;United States;12/28/08 14:42;02/03/2009 18:09
1/17/09 15:48;Product2;1822;Visa;Aline;Davis;CA;United States;01/08/2005 14:03;02/03/2009 19:14
01/12/2009 11:40;Product2;1616;Visa;Debra;Toronto;Ontario;Canada;12/30/08 6:59;02/03/2009 19:42
1/30/09 20:27;Product1;1258;Mastercard;Natasha;Pasadena;CA;United States;1/30/09 20:02;02/03/2009 23:39
1/27/09 18:35;Product1;1352;Mastercard;Melinda;Buffalo Grove;IL;United States;1/27/09 18:28;02/03/2009 23:42
1/16/09 12:47;Product1;1125;Visa;Luc1nda;London;England;United Kingdom;12/12/2004 15:18;02/04/2009 02:13
01/02/2009 02:50;Product1;1242;Visa;Kim;Newcastle;Wicklow;Ireland;10/12/2005 06:56;02/04/2009 02:19
1/21/09 5:39;Product1;1204;Amex;Britlyn;Norwalk;CT;United States;11/04/2008 09:51;02/04/2009 04:31
1/28/09 1:28;Product1;1203;Diners;Adam;Besancon;Franche-Comte;France;1/26/09 2:28;02/04/2009 05:39
01/08/2009 13:33;Product1;1278;Visa;Mimi;Monte-Carlo;;Monaco;9/23/06 13:19;02/04/2009 06:16
1/22/09 12:09;Product1;1145;Visa;Liann;Monaco;;Monaco;1/22/09 11:32;02/04/2009 06:28
1/20/09 8:23;Product1;1134;Mastercard;Sarah;Floyds Knobs;IN;United States;10/12/2005 17:17;02/04/2009 08:16
01/02/2009 07:47;Product1;1239;Diners;Naseer;London;England;United Kingdom;12/08/2008 06:45;02/04/2009 08:50
01/11/2009 04:55;Product1;1254;Amex;Caroline;Marietta;GA;United States;04/12/2006 18:20;02/04/2009 09:22
1/23/09 7:47;Product1;1186;Amex;Karena;Marietta;GA;United States;04/12/2006 18:20;02/04/2009 09:22
1/21/09 23:19;Product1;1319;Amex;janet;Hon;HI;United States;09/04/2008 16:51;02/04/2009 11:11
01/11/2009 04:29;Product3;2622;Visa;Hans;Knoxville;TN;United States;8/28/08 6:20;02/04/2009 12:17
01/11/2009 04:39;Product1;1315;Visa;SandraThierryZoe;Knoxville;TN;United States;8/28/08 6:20;02/04/2009 12:17
01/10/2009 08:13;Product1;1153;Mastercard;Eleanor;Edinburgh;Scotland;United Kingdom;7/31/08 22:34;02/04/2009 13:08
1/22/09 12:55;Product1;1260;Visa;Anna;Paris;Ile-de-France;France;8/17/07 4:34;02/04/2009 13:12
1/17/09 15:00;Product1;1327;Visa;Cara;Humble;TX;United States;03/12/2007 14:55;02/04/2009 13:29
01/04/2009 14:06;Product1;1175;Visa;carolien;Mashpee;MA;United States;01/04/2009 12:21;02/04/2009 13:45
1/30/09 17:09;Product1;1392;Mastercard;Ana;Hong Kong;;Hong Kong;7/28/06 2:31;02/04/2009 16:26
1/20/09 5:01;Product1;1232;Visa;Patrick;Birmingham;MI;United States;1/18/09 17:36;02/04/2009 16:45
1/26/09 14:37;Product1;1335;Visa;Heidi;St Augustine;FL;United States;12/19/07 12:00;02/04/2009 16:55
1/29/09 13:27;Product1;1254;Visa;Tom;Salt Lake City;UT;United States;1/28/09 14:47;02/04/2009 20:07
01/12/2009 10:33;Product1;1333;Amex;Justine;Seattle;WA;United States;01/07/2009 16:45;02/04/2009 20:57
01/05/2009 08:28;Product1;1332;Visa;isabel;Ruti;Zurich;Switzerland;01/05/2009 05:08;02/04/2009 22:59
1/25/09 16:11;Product3;2781;Visa;scott;Rogers;AR;United States;1/25/09 15:55;02/05/2009 00:20
1/25/09 20:44;Product1;1152;Visa;Fatima;Rogers;AR;United States;1/25/09 15:55;02/05/2009 00:20
1/26/09 11:36;Product1;1325;Visa;Judy;Dun Laoghaire;Dublin;Ireland;1/26/09 7:28;02/05/2009 02:38
1/27/09 2:32;Product1;1307;Visa;Glenn;Perth;Scotland;United Kingdom;6/27/06 9:12;02/05/2009 03:15
1/18/09 13:36;Product1;1236;Amex;Family in;London;England;United Kingdom;4/23/05 9:46;02/05/2009 03:17
01/07/2009 05:53;Product1;1114;Visa;Lauren;Gries;Rhineland-Palatinate;Germany;01/07/2009 02:49;02/05/2009 03:41
1/25/09 1:53;Product3;3413;Visa;Michael;Pietermaritzburg;KwaZulu-Natal;South Africa;1/24/09 12:52;02/05/2009 04:37
1/18/09 11:42;Product1;1167;Visa;Jodi;Sutton Valence;England;United Kingdom;11/17/08 10:30;02/05/2009 06:21
1/13/09 1:46;Product1;1197;Mastercard;simone;Lyngby;Kobenhavn;Denmark;10/30/07 12:03;02/05/2009 08:52
01/02/2009 15:57;Product1;1230;Diners;Sonja;Alpine;NJ;United States;01/02/2009 15:25;02/05/2009 10:18
1/25/09 8:50;Product1;1298;Mastercard;Shane;Zurich;Zurich;Switzerland;1/24/09 12:23;02/05/2009 11:07
1/14/09 8:16;Product2;1673;Amex;Ruth;Saskatoon;Saskatchewan;Canada;08/09/2008 12:51;02/05/2009 11:24
1/27/09 11:21;Product1;1270;Mastercard;Cleo;Pacific Palisades;CA;United States;1/27/09 10:38;02/05/2009 12:38
01/08/2009 10:13;Product1;1133;Diners;Benoit;Fort Saint James;British Columbia;Canada;01/07/2009 16:01;02/05/2009 14:03
01/05/2009 07:47;Product1;1364;Amex;Claire;Versoix;Geneve;Switzerland;4/18/07 12:55;02/05/2009 15:15
1/22/09 9:00;Product1;1309;Visa;Claire;Trumansburg;NY;United States;07/06/2008 14:33;02/05/2009 16:33
1/25/09 12:59;Product1;1149;Visa;Lindsey;Kennett Square;PA;United States;1/13/09 20:08;02/05/2009 18:40
01/10/2009 19:28;Product2;1837;Visa;Nicola;San Jose;CA;United States;08/05/2005 00:29;02/05/2009 21:10
01/08/2009 19:29;Product2;1957;Mastercard;PATRICK;Ban Khlong Sip;Krung Thep;Thailand;01/08/2009 00:01;02/05/2009 21:22
01/08/2009 12:04;Product1;1338;Visa;jennifer;Morro Bay;CA;United States;12/01/2003 19:13;02/05/2009 22:11
01/04/2009 16:59;Product1;1178;Visa;Amy;Parramatta;New South Wales;Australia;01/03/2009 22:35;02/05/2009 22:44
1/30/09 11:56;Product1;1223;Mastercard;Whitney;Dumbleton;England;United Kingdom;7/31/08 13:46;02/06/2009 00:04
01/06/2009 05:10;Product1;1166;Visa;Astrid;Altlengbach;Lower Austria;Austria;6/24/08 0:49;02/06/2009 00:37
1/14/09 3:39;Product1;1232;Visa;jo;Ballincollig;Cork;Ireland;12/10/2008 07:41;02/06/2009 02:36
1/14/09 3:47;Product1;1357;Visa;Michelle;Ballincollig;Cork;Ireland;12/10/2008 07:41;02/06/2009 02:36
1/19/09 3:19;Product1;1179;Mastercard;TG;Zagore;Stara Zagora;Bulgaria;11/20/08 3:00;02/06/2009 04:19
01/07/2009 01:42;Product1;1347;Mastercard;Emily;Vecmilgravis;Riga;Latvia;01/04/2009 10:33;02/06/2009 04:20
01/07/2009 13:01;Product2;1710;Visa;Niki;Trelex;Vaud;Switzerland;08/05/2007 00:43;02/06/2009 05:02
1/27/09 2:35;Product1;1213;Visa;Sarah;Ornex;Rhone-Alpes;France;8/28/08 6:28;02/06/2009 05:09
01/03/2009 14:14;Product1;1395;Visa;sherry;Las Vegas;NV;United States;01/03/2009 13:49;02/06/2009 05:29
1/22/09 12:37;Product2;1832;Amex;Laura;San Anselmo;CA;United States;1/22/09 10:17;02/06/2009 06:38
1/29/09 6:49;Product1;1167;Mastercard;Carmela;Hannover;Lower Saxony;Germany;04/02/2008 02:39;02/06/2009 06:52
01/06/2009 09:45;Product1;1193;Diners;Matt;N Woodmere;NY;United States;12/30/08 13:01;02/06/2009 07:33
01/12/2009 11:16;Product1;1254;Visa;Karen;Madrid;Madrid;Spain;7/17/07 6:08;02/06/2009 10:42
1/13/09 13:49;Product1;1308;Visa;Joanne;Castlebar;Mayo;Ireland;01/06/2008 14:03;02/06/2009 12:35
01/12/2009 07:23;Product1;1354;Visa;Stephanie;Fairfax;CA;United States;01/11/2009 14:42;02/06/2009 16:13
1/30/09 4:48;Product1;1195;Visa;Hurst;Chandler;AZ;United States;6/18/08 14:29;02/06/2009 17:21
1/22/09 16:29;Product1;1110;Visa;Liza;Dammeron Valley;UT;United States;1/17/09 15:18;02/06/2009 18:14
1/27/09 6:26;Product1;1319;Mastercard;Michele;Buffalo;NY;United States;1/25/09 11:56;02/06/2009 18:24
1/15/09 10:16;Product3;3415;Visa;Karin;Olive Branch;MS;United States;01/12/2009 17:41;02/06/2009 18:48
1/19/09 18:54;Product1;1234;Amex;cath;Warwick;NY;United States;1/19/09 11:34;02/06/2009 19:27
01/02/2009 22:44;Product2;1502;Visa;eva;Gisborne;Victoria;Australia;12/03/2006 15:36;02/06/2009 20:03
01/01/2009 18:32;Product1;1144;Amex;Andrea;San Mateo;CA;United States;12/31/08 17:09;02/06/2009 21:59
1/14/09 1:28;Product1;1348;Mastercard;Sabine;Milton Keynes;England;United Kingdom;6/24/06 15:10;02/07/2009 00:26
1/20/09 8:08;Product1;1210;Mastercard;Aideen and Jonathan;Kecskemet;Bacs-Kiskun;Hungary;1/19/09 5:49;02/07/2009 01:12
1/29/09 2:48;Product1;1115;Visa;George;Nakskov;Storstrom;Denmark;1/29/09 2:19;02/07/2009 02:09
1/24/09 18:02;Product1;1348;Visa;Helen;Aloma;FL;United States;11/29/05 17:33;02/07/2009 06:03
01/07/2009 08:26;Product1;1200;Diners;C;Chandler;AZ;United States;01/06/2009 16:23;02/07/2009 06:05
1/24/09 3:36;Product1;1386;Visa;chris;Kjobenhavn;Staden Kobenhavn;Denmark;1/20/09 13:11;02/07/2009 06:52
01/05/2009 15:23;Product1;1239;Visa;maggie;Stockton;England;United Kingdom;06/12/2008 10:59;02/07/2009 11:08
1/25/09 16:17;Product1;1237;Amex;Mareike;Cumming;GA;United States;1/24/09 18:06;02/07/2009 11:28
1/15/09 10:37;Product1;1175;Visa;lamia;Little Compton;RI;United States;6/28/08 11:04;02/07/2009 12:00
1/20/09 15:28;Product1;1111;Visa;Madhu;Centennial;CO;United States;12/02/2006 23:24;02/07/2009 15:18
1/29/09 5:06;Product1;1239;Amex;Kimberly;Herndon;VA;United States;1/23/08 10:05;02/07/2009 15:23
01/06/2009 18:53;Product1;1252;Visa;Tania;Vista;CA;United States;01/05/2009 22:37;02/07/2009 15:48
1/21/09 6:55;Product1;1200;Visa;andrea;Oostburg;WI;United States;1/20/09 13:33;02/07/2009 16:48
1/26/09 20:18;Product1;1359;Mastercard;John;Griffith;New South Wales;Australia;1/15/07 20:37;02/07/2009 18:04
1/25/09 17:58;Product2;1956;Visa;carol;Ann Arbor;MI;United States;07/05/2008 09:20;02/07/2009 18:51
01/09/2009 14:37;Product1;1239;Visa;Nona;South Jordan;UT;United States;01/08/2009 15:14;02/07/2009 19:11
1/25/09 2:46;Product2;1815;Visa;Family;Dubai;Dubayy;United Arab Emirates;01/08/2009 01:19;02/08/2009 02:06
1/17/09 20:46;Product2;1738;Visa;Michelle;Dubai;Dubayy;United Arab Emirates;4/13/08 2:36;02/08/2009 02:12
1/24/09 7:18;Product2;1862;Visa;Kathryn;Kirriemuir;Scotland;United Kingdom;1/23/09 10:31;02/08/2009 02:52
01/11/2009 07:09;Product1;1173;Visa;Oswald;Tramore;Waterford;Ireland;10/13/08 16:43;02/08/2009 03:02
01/08/2009 04:15;Product1;1330;Visa;Elyssa;Gdansk;Pomorskie;Poland;01/07/2009 15:00;02/08/2009 03:50
1/22/09 10:47;Product1;1128;Visa;michelle;Arklow;Wicklow;Ireland;11/18/08 1:32;02/08/2009 05:07
1/26/09 20:47;Product1;1261;Mastercard;Alicia;Lincoln;NE;United States;6/24/08 8:05;02/08/2009 07:29
01/12/2009 12:22;Product1;1332;Mastercard;JP;Tierp;Uppsala;Sweden;01/06/2009 11:34;02/08/2009 11:15
1/26/09 1:44;Product2;1545;Visa;Geraldine;Brussels;Brussels (Bruxelles);Belgium;1/31/08 13:28;02/08/2009 14:39
1/18/09 12:57;Product1;1143;Mastercard;sandra;Burr Oak;IA;United States;1/24/08 16:11;02/08/2009 15:30
1/24/09 21:26;Product1;1345;Visa;Olivia;Wheaton;IL;United States;05/08/2008 16:02;02/08/2009 16:00
1/26/09 12:26;Product2;1544;Mastercard;Tom;Killeen;TX;United States;1/26/09 5:23;02/08/2009 17:33
01/05/2009 07:37;Product1;1397;Visa;Annette;Manhattan;NY;United States;9/26/08 4:29;02/08/2009 18:42
1/14/09 12:33;Product1;1372;Visa;SUSAN;Oxford;England;United Kingdom;09/11/2008 23:23;02/08/2009 23:00
1/14/09 0:15;Product2;1996;Visa;Michael;Paris;Ile-de-France;France;11/28/08 0:07;02/09/2009 01:30
01/01/2009 12:42;Product1;1162;Visa;ashton;Exeter;England;United Kingdom;12/15/08 1:16;02/09/2009 02:52
01/06/2009 06:07;Product1;1258;Visa;Scott;Rungsted;Frederiksborg;Denmark;12/27/08 14:29;02/09/2009 04:20
1/15/09 5:11;Product2;1719;Visa;Pam;London;England;United Kingdom;07/11/2006 12:43;02/09/2009 04:42
1/17/09 4:03;Product1;1323;Visa;Lisa;Borja;Bohol;Philippines;1/17/09 2:45;02/09/2009 06:09
1/19/09 10:13;Product2;1613;Mastercard;Pavel;London;England;United Kingdom;2/28/06 5:35;02/09/2009 06:57
1/18/09 9:42;Product1;1310;Visa;Richard;Jamestown;RI;United States;1/18/09 9:22;02/09/2009 08:30
01/09/2009 11:14;Product1;1113;Visa;Jasinta Jeanne;Owings Mills;MD;United States;01/09/2009 10:43;02/09/2009 09:17
01/10/2009 13:42;Product1;1270;Visa;Rachel;Hamilton;Ontario;Canada;01/10/2009 12:22;02/09/2009 09:54
01/07/2009 07:28;Product1;1215;Amex;Cherish;Anchorage;AK;United States;7/28/08 7:31;02/09/2009 10:50
1/18/09 6:46;Product1;1138;Visa;Shona;Mornington;Meath;Ireland;1/15/09 9:13;02/09/2009 11:55
1/30/09 12:18;Product1;1209;Mastercard;Abikay;Fullerton;CA;United States;1/26/09 13:34;02/09/2009 12:53
01/06/2009 05:42;Product1;1195;Amex;Abikay;Atlanta;GA;United States;10/27/08 14:16;02/09/2009 13:50
01/02/2009 10:58;Product2;1978;Visa;Kendra;Toronto;Ontario;Canada;01/02/2009 10:38;02/09/2009 13:56
01/08/2009 03:29;Product1;1117;Visa;amanda;Liverpool;England;United Kingdom;12/22/08 1:41;02/09/2009 14:06
01/12/2009 13:23;Product2;1984;Amex;Leila;Ponte San Nicolo;Veneto;Italy;9/13/05 8:42;02/09/2009 14:09
1/19/09 9:34;Product1;1381;Amex;amanda;Las Vegas;NV;United States;05/10/2008 08:56;02/09/2009 16:44
01/09/2009 07:49;Product1;1367;Visa;Stacy;Rochester Hills;MI;United States;7/28/08 7:18;02/09/2009 17:41
1/15/09 5:27;Product2;1728;Visa;Derrick;North Bay;Ontario;Canada;01/06/2009 17:42;02/09/2009 18:22
01/08/2009 23:40;Product1;1344;Visa;Jacob;Lindfield;New South Wales;Australia;01/08/2009 17:52;02/09/2009 18:31
1/27/09 11:02;Product1;1164;Mastercard;DOREEN;Madrid;Madrid;Spain;1/24/09 8:21;02/09/2009 18:42
1/14/09 13:23;Product1;1241;Diners;eugenia;Wisconsin Rapids;WI;United States;11/15/08 13:57;02/09/2009 18:44
01/07/2009 20:01;Product1;1323;Visa;Karen;Austin;TX;United States;01/06/2009 19:16;02/09/2009 19:56
1/20/09 12:32;Product1;1122;Visa;Bea;Chicago;IL;United States;1/16/09 19:08;02/09/2009 20:42
01/06/2009 14:35;Product1;1290;Diners;Hilde Karin;Las Vegas;NV;United States;12/17/08 11:59;02/09/2009 22:59
01/04/2009 06:51;Product1;1395;Visa;Rima;Mullingar;Westmeath;Ireland;01/03/2009 12:34;02/10/2009 00:59
1/24/09 18:30;Product1;1321;Visa;Ruangrote;Melbourne;Victoria;Australia;7/17/08 5:19;02/10/2009 02:12
1/25/09 5:57;Product1;1369;Amex;pamela;Ayacucho;Buenos Aires;Argentina;1/24/09 9:29;02/10/2009 06:38
01/05/2009 10:02;Product2;1810;Visa;Emillie;Eagan;MN;United States;01/05/2009 09:03;02/10/2009 07:29
1/13/09 9:14;Product1;1212;Visa;sangeeta;Vossevangen;Hordaland;Norway;01/09/2009 09:31;02/10/2009 09:04
1/22/09 7:35;Product1;1376;Visa;Anja;Ferney-Voltaire;Rhone-Alpes;France;1/22/09 6:51;02/10/2009 09:18
01/02/2009 11:06;Product1;1312;Mastercard;Andrew;Sevilla;Andalucia;Spain;03/12/2006 15:02;02/10/2009 10:04
01/11/2009 09:50;Product1;1285;Visa;Bato;Munchengosserstadt;Thuringia;Germany;01/07/2009 11:45;02/10/2009 10:28
1/21/09 20:44;Product1;1151;Mastercard;Ailsa;Lindenhurst;NY;United States;1/21/09 7:47;02/10/2009 10:51
01/05/2009 09:09;Product1;1304;Visa;Sophie;Bloomfield;MI;United States;10/23/06 6:52;02/10/2009 10:58
01/05/2009 12:41;Product1;1196;Visa;Katrin;Calgary;Alberta;Canada;12/03/2008 14:49;02/10/2009 11:45
1/28/09 12:54;Product2;1642;Mastercard;Kelly;Vancouver;British Columbia;Canada;1/27/09 21:04;02/10/2009 12:09
1/21/09 4:46;Product1;1256;Visa;Tomasz;Klampenborg;Kobenhavn;Denmark;06/10/2008 11:25;02/10/2009 12:22
01/07/2009 13:28;Product1;1166;Visa;Elizabeth;Calne;England;United Kingdom;01/04/2009 13:07;02/10/2009 12:39
1/27/09 11:18;Product2;1541;Amex;Michael;Los Angeles;CA;United States;1/23/09 11:47;02/10/2009 13:09
01/07/2009 12:39;Product2;1857;Visa;Natasha;Milano;Lombardy;Italy;06/02/2006 13:01;02/10/2009 13:19
1/24/09 13:54;Product2;1818;Mastercard;Meredith;Kloten;Zurich;Switzerland;1/24/09 12:30;02/10/2009 13:47
1/30/09 6:48;Product1;1232;Mastercard;Nicole;Fayetteville;NC;United States;1/30/09 4:51;02/10/2009 14:41
1/22/09 18:07;Product1;1282;Visa;Ryan;Simpsonville;SC;United States;01/06/2009 16:59;02/10/2009 15:30
1/29/09 15:03;Product1;1281;Visa;Mary;Auckland;Auckland;New Zealand;02/09/2006 11:14;02/10/2009 16:31
01/02/2009 14:14;Product1;1292;Diners;Aaron;Reading;England;United Kingdom;11/16/08 15:49;02/10/2009 16:38
1/19/09 11:05;Product1;1196;Visa;Bertrand;North Caldwell;NJ;United States;10/03/2008 05:55;02/10/2009 18:16
1/28/09 16:17;Product1;1232;Mastercard;Zoe;Coventry;England;United Kingdom;1/28/09 15:59;02/10/2009 19:55
01/08/2009 12:46;Product1;1160;Mastercard;Trine Marie;Orillia;Ontario;Canada;12/16/08 22:57;02/10/2009 22:11
1/29/09 16:07;Product1;1244;Diners;Kim;Paris;Ile-de-France;France;1/29/09 15:45;02/10/2009 22:24
1/29/09 13:41;Product1;1190;Visa;John;San Jose;CA;United States;1/14/04 21:59;02/10/2009 23:58
01/08/2009 06:29;Product1;1165;Visa;Rich;Ingelheim-Mitte;Rhineland-Palatinate;Germany;3/24/06 6:21;02/10/2009 23:59
01/04/2009 12:53;Product1;1113;Diners;Kayla;Leamington Spa;England;United Kingdom;12/11/2008 07:35;02/11/2009 00:04
1/14/09 12:55;Product1;1238;Visa;Richard and Comfort;Regensdorf;Zurich;Switzerland;01/11/2009 10:36;02/11/2009 01:58
1/14/09 6:35;Product1;1279;Visa;Eric;Melbourne;Victoria;Australia;7/25/08 7:02;02/11/2009 02:05
1/27/09 13:08;Product1;1207;Mastercard;Melissa;Geneve;Geneve;Switzerland;05/09/2008 08:50;02/11/2009 02:19
1/31/09 23:09;Product1;1331;Diners;Dawn;Vaucluse;New South Wales;Australia;9/13/04 22:55;02/11/2009 03:09
1/21/09 14:34;Product1;1157;Mastercard;Tamara;Klosterneuburg;Lower Austria;Austria;1/21/09 14:12;02/11/2009 03:19
1/16/09 8:28;Product1;1154;Visa;Ashley;Rancho Cordova;CA;United States;01/09/2009 12:13;02/11/2009 08:34
01/11/2009 09:55;Product1;1125;Visa;familly;Creemore;Ontario;Canada;01/10/2009 07:14;02/11/2009 08:45
01/08/2009 02:46;Product1;1232;Mastercard;Ken;Sidcup;England;United Kingdom;11/26/07 16:44;02/11/2009 11:00
1/26/09 7:11;Product1;1100;Visa;Tori;Minneapolis;MN;United States;11/22/08 21:06;02/11/2009 11:35
1/31/09 5:39;Product2;1789;Mastercard;Hanne;Phoenix;MD;United States;10/05/2004 04:37;02/11/2009 11:45
01/09/2009 08:35;Product1;1157;Amex;Precious;Edmonton;Alberta;Canada;01/08/2009 14:14;02/11/2009 14:26
1/24/09 3:25;Product1;1345;Visa;Michelle;Lyndoch;South Australia;Australia;9/26/08 19:23;02/11/2009 15:05
1/26/09 8:45;Product1;1155;Visa;Paula;Larchmont;NY;United States;2/15/06 17:21;02/11/2009 17:12
1/23/09 10:45;Product1;1197;Visa;Stephanie;Saint Charles;IL;United States;1/23/09 8:46;02/11/2009 17:57
1/28/09 8:50;Product1;1371;Visa;kemp;Brentwood;TN;United States;1/28/09 8:42;02/11/2009 18:41
1/15/09 19:10;Product2;1572;Diners;Therese;Pensacola;FL;United States;12/29/05 21:33;02/11/2009 18:53
01/09/2009 20:25;Product1;1233;Diners;Mona;Kelowna;British Columbia;Canada;01/09/2009 14:20;02/11/2009 20:19
1/15/09 21:53;Product1;1364;Visa;Caroline;Toronto;Ontario;Canada;01/01/2009 18:01;02/11/2009 21:01
01/12/2009 00:17;Product1;1384;Mastercard;Andrea;Brondby Strand;Kobenhavn;Denmark;01/07/2009 23:40;02/11/2009 22:23
1/25/09 10:32;Product1;1213;Mastercard;Pilar;Florence;Tuscany;Italy;1/23/09 4:46;02/12/2009 02:22
01/12/2009 23:35;Product1;1216;Visa;Lisa;Perth;Western Australia;Australia;05/08/2006 23:41;02/12/2009 03:46
01/11/2009 06:09;Product1;1399;Amex;A;Saint Petersburg;FL;United States;11/08/2008 04:07;02/12/2009 04:41
01/03/2009 13:35;Product1;1164;Mastercard;Yvette;Aubonne;Vaud;Switzerland;8/15/08 4:02;02/12/2009 05:17
1/18/09 11:03;Product2;1886;Amex;Katie;Gava;Catalonia;Spain;1/18/09 6:16;02/12/2009 07:35
01/05/2009 18:55;Product1;1291;Visa;Nicole;Mc Lean;VA;United States;04/03/2008 16:57;02/12/2009 10:25
01/02/2009 18:54;Product1;1105;Mastercard;Kelly;Hendersonville;TN;United States;12/07/2008 04:51;02/12/2009 11:31
1/13/09 14:44;Product2;1956;Visa;george;Zurich;Zurich;Switzerland;12/14/08 10:19;02/12/2009 12:08
01/04/2009 04:05;Product1;1158;Mastercard;Samantha;Watford;England;United Kingdom;12/31/08 8:33;02/12/2009 12:29
1/27/09 12:47;Product1;1310;Visa;Caterina;Amsterdam;Noord-Holland;Netherlands;1/27/09 12:03;02/12/2009 12:59
1/22/09 6:51;Product1;1301;Visa;Kate;Rochester Hills;MI;United States;1/22/09 5:54;02/12/2009 13:01
01/01/2009 21:40;Product1;1297;Mastercard;Tina;Anglesea;Victoria;Australia;10/20/08 18:27;02/12/2009 14:58
1/27/09 18:06;Product1;1220;Visa;Emily;Killarney;New Providence;The Bahamas;1/13/09 18:22;02/12/2009 19:28
01/10/2009 14:59;Product1;1256;Amex;Maricel;Malibu;CA;United States;01/10/2009 14:47;02/12/2009 19:39
1/26/09 15:42;Product1;1400;Visa;Patricia;Allen;TX;United States;1/26/09 14:38;02/12/2009 22:41
01/12/2009 14:37;Product1;1243;Mastercard;steve;Evires;Rhone-Alpes;France;01/12/2009 07:47;02/12/2009 23:49
1/16/09 7:58;Product1;1204;Amex;Darrah;Den Haag;Zuid-Holland;Netherlands;9/30/07 4:03;2/13/09 3:05
1/22/09 14:32;Product1;1149;Visa;Sara;Perth City;Western Australia;Australia;09/05/2008 07:18;2/13/09 3:50
1/19/09 6:50;Product1;1234;Visa;Erika;Redruth;England;United Kingdom;01/06/2009 13:29;2/13/09 4:27
1/24/09 11:54;Product1;1246;Visa;Audrey;Bruxelles;Brussels (Bruxelles);Belgium;1/24/09 10:47;2/13/09 6:39
1/13/09 13:36;Product1;1324;Visa;Louise;London;England;United Kingdom;5/16/06 9:10;2/13/09 6:41
1/13/09 11:56;Product1;1330;Diners;Karen;Montreal;Quebec;Canada;10/31/08 12:37;2/13/09 8:18
1/19/09 7:49;Product1;1171;Amex;Maki;Miami Beach;FL;United States;1/18/09 15:26;2/13/09 12:26
